-----------------	0	-------------------
need	0.00232125
know	0.00176132
everi	0.00154418
solid	0.00154418
process	0.00154418
step	0.00154418
judg	0.00154418
deduct	0.00154418
analyz	0.00154418
truth	0.00153377
disappoint	0.00135622
expert	0.00133656
see	0.0012537
taken	0.00123626
steve	0.00123626
contain	0.00123626
account	0.00123626
wang	0.00123626
exactli	0.00123626
whose	0.00123626
mother	0.00123626
still	0.0011937
rout	0.000956368
conclud	0.00095239
southern	0.000931286
plane	0.000926314
likelihood	0.000907578
zero	0.000907578
surviv	0.000907578
slim	0.000907578
belov	0.000907578
raw	0.000868278
said	0.000804092
releas	0.00064224
passeng	0.000594735
ahead	0.000594735
home	0.000594735
twothird	0.000594735
airlin	0.000594735
china	0.000594732
one	0.000583354
investig	0.000478538
rel	0.000453679
data	0.000388308
sever	0.000369845
inform	0.000296024
malaysia	0.000290212
surfac	0.000261234
massiv	0.000261234
underwat	0.000261234
result	0.000261234
analysi	0.000203107
air	0.00020132
indian	0.000181872
ocean	0.000181872
least	0.00014047
includ	0.00014047
assumpt	0.00014047
algorithm	0.000140469
conduct	0.000131983
engin	9.32111e-05
fail	7.87253e-05
use	7.2808e-05
wasnt	6.76525e-05
clear	6.76525e-05
enabl	6.76524e-05
immedi	6.76523e-05
independ	6.76522e-05
potenti	6.6245e-05
think	6.6245e-05
altern	6.62449e-05
outcom	6.62448e-05
origin	6.6244e-05
box	6.62415e-05
get	6.62387e-05
replic	4.92819e-05
search	4.82844e-05
whether	4.6794e-05
would	4.13368e-05
posit	3.73223e-05
peopl	3.49913e-05
greater	3.4991e-05
239	3.4991e-05
ap	3.4991e-05
respond	3.4991e-05
jetlin	3.49908e-05
45	3.49904e-05
demand	3.49903e-05
conceiv	2.73016e-05
nine	2.73016e-05
ago	2.73013e-05
10	2.73005e-05
hope	2.3889e-05
team	2.04986e-05
led	2.04984e-05
intern	2.04981e-05
could	1.97298e-05
crash	1.70154e-05
determin	1.5639e-05
reason	1.1999e-05
-----------------	1	-------------------
squar	0.00279334
—	0.00252232
conduct	0.00205657
area	0.0017716
involv	0.00139667
mile	0.00139667
23000	0.00139667
phase	0.00139667
kilomet	0.00139667
approxim	0.00139667
60000	0.00139667
seab	0.00139667
bigger	0.00139667
next	0.00139667
map	0.00139667
wednesday	0.00129979
sonar	0.00129979
offici	0.00129979
deploy	0.00129979
stop	0.00129979
search	0.0012245
power	0.00115427
much	0.00107431
surfac	0.00107243
massiv	0.00107243
underwat	0.00107243
result	0.00107243
new	0.00102225
found	0.00100428
noth	0.000990765
unknown	0.000987111
topographi	0.000987111
depth	0.00098711
equip	0.000913557
say	0.000883134
month	0.000843975
analysi	0.000843267
air	0.000840229
sever	0.000820577
ocean	0.000781319
indian	0.000781316
larg	0.0007573
southern	0.000605772
surviv	0.000453062
slim	0.000453062
belov	0.000453062
zero	0.000453062
likelihood	0.000453062
data	0.000387215
know	0.000350336
log	0.000318273
technic	0.000318273
consist	0.000312435
tuesday	0.000266541
system	0.000225296
one	0.000214687
commun	0.000183878
transport	7.1251e-05
bureau	7.12509e-05
defin	7.12509e-05
consider	7.12509e-05
titl	7.12509e-05
request	7.12509e-05
websit	7.12505e-05
safeti	7.12505e-05
follow	7.12504e-05
messag	6.06041e-05
releas	5.80856e-05
interrupt	5.61619e-05
jetlin	4.91764e-05
239	4.91763e-05
greater	4.91763e-05
ap	4.91762e-05
45	4.9176e-05
respond	4.91759e-05
demand	4.91748e-05
peopl	4.9173e-05
australian	4.24764e-05
truth	3.78815e-05
doubt	2.96627e-05
moment	2.96623e-05
report	2.75651e-05
page	2.10194e-05
reason	1.85727e-05
use	1.23753e-05
satellit	1.0381e-05
initi	9.24041e-06
kuala	7.27078e-06
lumpur	7.27078e-06
west	5.32332e-06
gradual	5.32331e-06
focus	5.32331e-06
peninsular	5.3233e-06
shift	5.32307e-06
reaction	4.32804e-06
still	3.58749e-06
tell	3.48787e-10
us	3.25415e-10
banker	1.33363e-10
texa	1.20423e-10
-----------------	2	-------------------
jet	0.00159748
member	0.00138166
sinc	0.00124597
unlik	0.00124597
matter	0.00124597
en	0.00124597
agon	0.00124597
grief	0.00124597
stuck	0.00124597
trace	0.00124597
aliv	0.00124597
love	0.00124597
might	0.00124597
kuala	0.00117751
lumpur	0.00117751
beij	0.00115333
ran	0.00111261
exchang	0.00111261
sea	0.00111261
obtain	0.00111261
paus	0.00111261
prepar	0.00111261
suggest	0.00111261
one	0.00110412
govern	0.00104654
found	0.00103363
still	0.00100475
famili	0.00100064
almost	0.000990677
went	0.000986178
situat	0.000968185
hope	0.000967123
rout	0.000953414
miss	0.000945077
new	0.000928336
fail	0.000925182
ping	0.000917252
theori	0.000913711
conspiraci	0.000913711
mysteri	0.000913711
nurtur	0.00091371
also	0.00091371
wild	0.00091371
analysi	0.000884403
month	0.000871937
australian	0.000866584
three	0.000824619
crash	0.000822109
report	0.00081958
brief	0.000792649
equip	0.000767747
least	0.000753335
includ	0.000753334
assumpt	0.000753334
algorithm	0.000753334
fuel	0.000724747
specul	0.000692352
final	0.000631475
need	0.000514944
engin	0.000495521
search	0.000494113
satellit	0.000413527
respons	0.000405769
critic	0.000405768
conceal	0.000405768
accus	0.000405768
highli	0.000405768
time	0.000405767
said	0.000388163
aircraft	0.000383775
even	0.000305442
sever	0.000289514
data	0.000275371
malaysian	0.000236207
wasnt	0.000203679
immedi	0.000203679
enabl	0.000203679
clear	0.000203678
independ	0.000203678
inform	0.000168429
plane	0.000166275
would	0.000148798
replic	0.00014688
releas	0.000127198
expert	0.000110089
whether	7.84446e-05
peopl	7.74508e-05
demand	7.74504e-05
45	7.74504e-05
239	7.74503e-05
respond	7.74503e-05
jetlin	7.74503e-05
ap	7.74502e-05
greater	7.74502e-05
sydney	6.03457e-05
press	6.03456e-05
writer	6.03456e-05
associ	6.03455e-05
conclus	5.24792e-05
offici	5.02606e-05
-----------------	3	-------------------
raw	0.00274803
inmarsat	0.00209305
famili	0.00185254
public	0.00170471
post	0.00170471
facebook	0.00170471
repres	0.00170471
group	0.00170471
get	0.00143583
box	0.00143583
think	0.00143583
potenti	0.00143583
altern	0.00143583
outcom	0.00143583
origin	0.00143583
almost	0.00135273
ask	0.00134922
compani	0.00134921
oper	0.00134921
posit	0.00122666
three	0.00115081
month	0.00114733
hope	0.00114221
page	0.00108377
data	0.00106413
british	0.00105579
use	0.00103424
week	0.000935917
final	0.000928592
releas	0.000893475
twothird	0.000735205
home	0.000735204
ahead	0.000735204
airlin	0.000735203
passeng	0.000735203
china	0.000735202
mani	0.000724196
said	0.000574652
rel	0.000525304
sever	0.00045407
deriv	0.000432199
base	0.000432199
complex	0.000432199
satellit	0.000392554
malaysia	0.000382668
hourli	0.000359144
conclus	0.000335513
brief	0.000329831
larg	0.000329312
transmiss	0.00030101
inform	0.000285042
calcul	0.000269244
commun	0.0002276
reaction	0.00010052
whose	9.60968e-05
contain	9.60967e-05
wang	9.60967e-05
account	9.60967e-05
steve	9.60965e-05
mother	9.60955e-05
taken	9.60953e-05
exactli	9.60949e-05
tuesday	8.24495e-05
rout	7.52925e-05
initi	6.29605e-05
cnn	5.90705e-05
interview	5.90698e-05
confid	5.90698e-05
chief	5.90697e-05
mark	5.90695e-05
earlier	5.90694e-05
conclud	5.39103e-05
southern	2.74117e-05
plane	2.4421e-05
kuala	2.13696e-05
lumpur	2.13696e-05
demand	1.91505e-05
45	1.91504e-05
ap	1.91502e-05
greater	1.91502e-05
jetlin	1.91501e-05
respond	1.91501e-05
239	1.91494e-05
peopl	1.91474e-05
engin	1.68717e-05
didnt	1.49569e-05
coincid	1.49569e-05
messag	1.23327e-05
—	1.17576e-05
probabl	1.03973e-05
two	1.03973e-05
rest	1.03973e-05
nois	1.0397e-05
stop	5.95197e-06
wednesday	5.95192e-06
sonar	5.95167e-06
deploy	5.95157e-06
offici	5.95092e-06
power	3.15859e-06
ping	2.82236e-06
-----------------	4	-------------------
mani	0.00207657
inform	0.00197901
line	0.00188672
email	0.00188672
irrelev	0.00188672
47	0.00188672
even	0.00155698
10	0.00154866
ago	0.00154866
nine	0.00154866
conceiv	0.00154866
disappear	0.00148794
commerci	0.00148794
takeoff	0.00148794
soon	0.00148794
water	0.00148793
vietnam	0.00139966
malaysia	0.00134269
reason	0.00127434
see	0.0012018
could	0.00118623
radar	0.00116402
page	0.00110688
week	0.00103758
gradual	0.00091658
peninsular	0.00091658
