-----------------	0	-------------------
boe	0.140152
franc	0.109332
french	0.101794
investig	0.0603099
us	0.0600632
expert	0.0569376
ntsb	0.0448885
analysi	0.0408783
right	0.0404856
team	0.0352934
expertis	0.034609
ye	0.0319705
mani	0.0303253
territori	0.0292819
flapron	0.0292757
sent	0.0289726
inspect	0.0282312
involv	0.0272982
entiti	0.026809
found	0.0267107
agenc	0.0262405
plate	0.0246812
say	0.0240919
larg	0.0235481
rel	0.0224967
countri	0.0224171
assist	0.0211474
shear	0.0211222
portion	0.0206945
flaperon	0.0204135
jessica	0.0197696
govern	0.018705
better	0.0186403
370	0.0185075
personnel	0.0179941
capac	0.0179651
done	0.0178545
final	0.0175322
crash	0.0173386
want	0.0169621
record	0.0168646
know	0.0167865
report	0.0161036
confirm	0.0160465
good	0.0152555
may	0.0139278
gone	0.0130901
compani	0.0126975
control	0.0122583
craft	0.0121107
mainten	0.0120605
said	0.0118823
dead	0.0111123
airbu	0.011109
seattl	0.0110742
washington	0.0110529
voic	0.0109634
match	0.0107436
respons	0.0106559
per	0.0106101
mistaken	0.0102846
send	0.0100588
imag	0.010041
peac	0.0100238
shoe	0.010019
argu	0.00998256
alway	0.0099084
servic	0.00983529
even	0.00975535
ascertain	0.00973097
authent	0.00973097
scientif	0.00967884
give	0.00949622
flight	0.00937581
situat	0.00931691
solv	0.00894111
777	0.00871663
handl	0.00864865
metal	0.00858794
airplan	0.0085098
fleet	0.00841918
cannib	0.00841606
author	0.00822752
complet	0.00807954
probabl	0.00803899
best	0.00791082
drop	0.0079043
data	0.00788952
think	0.00788404
aviat	0.00785756
mysteri	0.00779729
tell	0.00764886
shadow	0.00742682
goat	0.00742573
troll	0.00742573
major	0.00738364
beyond	0.0073819
im	0.00732355
doubt	0.00719076
pain	0.00713776
-----------------	1	-------------------
well	0.129032
harbour	0.118746
pretti	0.11803
pearl	0.117776
shot	0.0145955
corrupt	0.0139804
norm	0.0138974
id	0.0136734
due	0.0132737
wait	0.0132011
howev	0.0125693
around	0.0124085
fair	0.0115316
vega	0.0114406
media	0.0111967
closur	0.0111432
bs	0.0102656
island	0.00994939
distast	0.00945729
cool	0.00945729
insensit	0.00945557
incred	0.00939968
job	0.00937804
loss	0.00935337
survivor	0.00931385
anguish	0.0092712
share	0.00924717
cold	0.00899517
125	0.00895737
dozen	0.00892328
proper	0.00879572
gave	0.00876291
near	0.00872712
hear	0.00852605
titan	0.00835468
remot	0.00805793
someon	0.00789625
live	0.00787378
settlement	0.00765512
dollar	0.00732323
classifi	0.00721034
nut	0.00713663
author	0.00699132
report	0.00697838
tell	0.00689727
old	0.0068094
smart	0.00675767
enough	0.00675581
give	0.00667783
mh370	0.00660547
370	0.0065316
fabl	0.00611823
belief	0.00610632
snow	0.00607318
inform	0.00607179
back	0.0060283
wild	0.00594628
land	0.00593014
call	0.00586499
show	0.00581236
veer	0.00575789
andaman	0.00570144
savarkar	0.00570144
nice	0.00570018
airport	0.00562235
sure	0.00559253
china	0.00559072
safe	0.00547959
night	0.00547401
passeng	0.00540925
hijack	0.00530327
heck	0.00530204
respons	0.00527511
noth	0.00507982
im	0.00497396
flight	0.00478426
rel	0.00477993
us	0.00473096
aliv	0.0047047
invit	0.00437357
yahoo	0.00437305
war	0.00435936
actual	0.00435684
werent	0.0043541
japanes	0.00433775
empir	0.00433775
hooray	0.00433775
1945	0.00433775
alien	0.0042233
somewher	0.00419181
public	0.00414353
happen	0.00411327
right	0.00398486
thumb	0.00384811
know	0.00380251
might	0.00376624
joke	0.00374839
arent	0.00369149
money	0.00359039
american	0.00352813
-----------------	2	-------------------
miss	0.126507
777	0.110623
mh370	0.100657
b777	0.0516273
come	0.0481716
one	0.0475741
boe	0.0452906
ocean	0.0424369
malaysia	0.0365171
human	0.0353037
cattl	0.0352949
girl	0.0352949
debri	0.0348944
therefor	0.0335467
wing	0.0330405
would	0.0314095
known	0.029847
common	0.0279976
wreckag	0.0274502
came	0.0272427
logic	0.0262978
sens	0.0262502
fake	0.0259782
bomber	0.0259782
there	0.0258698
went	0.0258664
mh17	0.0255224
everywher	0.0254012
part	0.0252415
need	0.0250925
suicid	0.0247141
action	0.0243276
identifi	0.0242443
expos	0.0229439
headlin	0.022931
201507	0.022931
remak	0.022931
2014	0.0225063
march	0.0223677
specif	0.021686
play	0.0214798
global	0.0198128
mainli	0.0197954
joke	0.0197936
success	0.0197725
circl	0.0197605
interact	0.0197493
201403	0.0197492
illuminatisuicidebombersblogspot	0.0197492
nonstop	0.0197492
hoax	0.0197492
illuminazi	0.0197492
item	0.0197193
gang	0.0196725
individu	0.0196431
indian	0.0195877
spot	0.0195653
run	0.0194648
crash	0.0191772
keep	0.018773
two	0.0187033
realli	0.01863
releas	0.0184676
area	0.0183834
except	0.0177801
world	0.0174012
correct	0.0170867
stupid	0.01672
govern	0.016175
level	0.0157171
plane	0.0152573
everyon	0.0151336
peopl	0.0150879
search	0.0148811
coffe	0.0142582
wake	0.0141987
ever	0.0140906
fallaci	0.0140654
smell	0.0140528
day	0.0139011
isnt	0.0135295
said	0.0132878
scienc	0.012703
conclus	0.0123149
airlin	0.0122018
els	0.0121608
disappear	0.0121221
full	0.0121107
rocket	0.0114386
enough	0.0113145
reunion	0.0112294
found	0.0108024
far	0.0107139
belong	0.0105902
know	0.0102745
answer	0.0101038
drop	0.00967051
page	0.00951885
worldwid	0.00951707
otherwis	0.00951657
-----------------	3	-------------------
someth	0.109812
quit	0.10269
statement	0.0989657
happen	0.096349
store	0.0960658
ga	0.0960548
tel	0.0960492
aviv	0.0960492
think	0.0821756
777	0.0681528
correct	0.0534382
karen	0.0499656
know	0.0267861
make	0.0225831
actual	0.0201884
mayb	0.0200363
one	0.0177473
gibberish	0.0144603
say	0.0143699
cant	0.0140378
wow	0.0135073
100	0.0128248
mysteri	0.012186
piec	0.0120035
punch	0.0119232
pack	0.0119217
solv	0.011804
bad	0.0112371
compass	0.0112358
thing	0.0112317
hide	0.0110828
move	0.0110646
bs	0.0109745
intellectu	0.0106583
expect	0.0106111
terribl	0.0104046
youd	0.0103875
youll	0.0103599
11	0.0103321
tri	0.0099759
conclus	0.00973717
that	0.00967916
thumb	0.00966146
someon	0.0095625
ye	0.00916084
prove	0.00911261
libtard	0.00886478
share	0.0086573
loss	0.00862015
definit	0.00856495
except	0.00853282
crash	0.00852404
mean	0.00851642
never	0.00848999
fals	0.00843381
incorrect	0.00842415
initi	0.00842175
disprov	0.00837571
flight	0.00830362
fulli	0.00820693
see	0.00785543
result	0.00782594
group	0.00781968
yet	0.00779093
call	0.00775907
sinc	0.00773311
examin	0.00763392
sens	0.00760326
especi	0.0076001
faith	0.00759054
answer	0.007568
debri	0.00750285
let	0.00745643
thank	0.00737812
alreadi	0.00731051
seem	0.00726416
right	0.00718203
forward	0.00717251
bodi	0.00707705
probabl	0.007046
ppl	0.00703654
insensit	0.00696017
distast	0.00695089
cool	0.00695089
incred	0.00693985
mh370	0.00691276
theyd	0.00681405
day	0.00678265
tinfoil	0.00669423
hat	0.00669423
claim	0.0066273
tight	0.00656759
shown	0.00644557
rel	0.00641196
370	0.00640911
moron	0.00630255
size	0.00626949
sadli	0.00617123
cours	0.00608174
proper	0.00595758
-----------------	4	-------------------
famili	0.142999
plane	0.128265
one	0.0668499
accept	0.062523
love	0.0585044
never	0.0557894
want	0.0557558
passeng	0.0511928
need	0.0460588
land	0.0420691
doesnt	0.0414498
hope	0.0401797
time	0.0399534
closur	0.0394466
fli	0.0386108
go	0.0383721
say	0.0379053
hard	0.0364945
may	0.0364196
lost	0.0364055
didnt	0.0357993
realli	0.0356724
possibl	0.0345767
back	0.0327291
fund	0.0320447
get	0.0316792
gone	0.031536
peopl	0.0313383
crash	0.030772
aliv	0.0296201
settlement	0.0295341
like	0.0293812
happen	0.0292947
due	0.0277733
hear	0.0272321
safe	0.0269857
found	0.0264961
way	0.0257973
member	0.0257607
luggag	0.0255764
better	0.0253569
seem	0.0253482
put	0.0248569
denial	0.0247675
news	0.0238241
victim	0.023748
us	0.0235713
gave	0.0229917
first	0.0229836
know	0.0227675
call	0.0223556
howev	0.0222578
feel	0.0220506
sad	0.0219628
friend	0.0215427
guess	0.0214824
passport	0.0214467
taken	0.0214126
react	0.0214089
contact	0.0210452
evid	0.0209705
everyon	0.0208732
alreadi	0.0207688
return	0.0206557
year	0.0201569
went	0.0196835
hand	0.0194657
world	0.0194557
organ	0.0193421
even	0.0192545
great	0.0190574
sound	0.0189681
dri	0.0189457
joke	0.0187493
searcher	0.0184994
reunion	0.0184129
malaysian	0.0179658
shown	0.0178632
chang	0.0178585
accomplish	0.0178389
felt	0.0177971
discoveri	0.0174467
charg	0.0173248
stori	0.0171256
well	0.0170671
sure	0.0168079
doom	0.0165665
fact	0.0163476
bottom	0.0163303
phone	0.0159882
cell	0.0159822
18	0.015881
larg	0.015546
flight	0.0155167
surviv	0.0153826
person	0.0152395
extrem	0.0152123
topic	0.0151966
brother	0.0151963
sister	0.0151926
-----------------	5	-------------------
believ	0.182289
still	0.0906924
peopl	0.0714604
malay	0.0438175
clau	0.0361988
santa	0.0361986
day	0.0361405
word	0.0360978
conspiraci	0.0358975
aliv	0.0356624
rel	0.0355071
chines	0.0352214
want	0.0324451
race	0.0319788
fact	0.031624
cant	0.0285415
dont	0.0281347
swim	0.0277313
today	0.0275634
trustworthi	0.0272789
say	0.0243095
refus	0.0242571
drown	0.0242564
look	0.024093
come	0.0238504
supremaci	0.0236203
minor	0.0236203
ketuanan	0.0236203
threaten	0.0236203
island	0.0224904
mean	0.021788
think	0.0213774
titan	0.0209673
claim	0.0206131
breath	0.0205122
abl	0.0202318
least	0.0201577
what	0.0200163
nut	0.0196492
phoenix	0.0195212
would	0.0195187
dragon	0.019511
na	0.018948
gon	0.018948
pm	0.0184145
vacat	0.0182406
small	0.017898
anyth	0.017196
yet	0.0170692
plane	0.017025
smaller	0.0166512
saw	0.01659
led	0.0165466
photo	0.0165256
sever	0.0164575
stupid	0.0163869
someon	0.0153415
said	0.015321
stop	0.0150775
eat	0.014759
find	0.0144363
welcom	0.0142083
job	0.0141374
sinc	0.0139956
probabl	0.0139513
evid	0.0139448
trace	0.0137325
real	0.0137325
russia	0.0137192
sens	0.0137149
solut	0.01371
anim	0.0136613
alot	0.0136613
closur	0.0135862
noth	0.0135488
someth	0.0135316
fire	0.0134124
wasnt	0.0130451
compon	0.0129751
theyd	0.0128994
mind	0.0127871
kind	0.0127379
safe	0.0126832
true	0.012203
disappear	0.0121727
land	0.0121541
anoth	0.0120344
wouldnt	0.0118779
logic	0.011743
that	0.0116849
11	0.0116771
terribl	0.0116747
mayb	0.0116104
intern	0.0116018
doesnt	0.0115739
program	0.0115583
paid	0.0114744
100	0.0114733
smart	0.0113916
seem	0.0113834
-----------------	6	-------------------
part	0.17004
number	0.169288
serial	0.0769616
match	0.0617857
everi	0.041277
understand	0.0390803
mayb	0.0293583
rocket	0.0280135
singl	0.0270668
mike	0.0270557
found	0.0256265
result	0.0254617
structur	0.0249185
flaperon	0.0245941
vehicl	0.0244699
identif	0.0244402
aircraft	0.0227137
car	0.0221103
refer	0.0218681
uniqu	0.0218571
exactli	0.0216878
particular	0.0209542
airlin	0.0204487
airplan	0.0203411
given	0.0200422
traceabl	0.0199999
amaz	0.0199933
confirm	0.0199286
possibl	0.0197271
scienc	0.019625
figur	0.0195515
easili	0.0194901
know	0.0190621
hard	0.0183624
record	0.0180392
dont	0.0179051
problem	0.0177821
belong	0.0177714
youd	0.0176284
777	0.0174913
boe	0.0172682
fail	0.0164422
data	0.016348
least	0.0157182
answer	0.0155253
detail	0.0153548
mainten	0.0151333
also	0.0150298
think	0.0147674
base	0.014256
per	0.0138935
histori	0.0135644
take	0.0134297
servic	0.0132573
