-----------------	0	-------------------
barnacl	0.00254074
look	0.00192257
piec	0.00184655
paint	0.00174696
french	0.00164448
expert	0.00163604
like	0.00148783
troadec	0.00146195
whether	0.00144899
might	0.00141769
use	0.0013105
wing	0.00130865
way	0.00130594
part	0.00130462
also	0.00129614
ad	0.00128583
flaperon	0.00127695
help	0.00126614
water	0.00124777
clue	0.0012223
tell	0.00121931
may	0.00121405
analysi	0.00118272
examin	0.00117399
give	0.00116902
would	0.0010447
former	0.00102872
last	0.0010007
moment	0.000987445
written	0.000984963
plane	0.000971816
someon	0.000969188
idea	0.000967149
agenc	0.000953158
griev	0.000936458
belong	0.000931635
wednesday	0.000931414
inform	0.000931184
probe	0.000873273
explos	0.000858004
franc	0.000857689
origin	0.000845222
process	0.000845106
could	0.000819688
case	0.00081438
need	0.00080602
light	0.000804692
miracl	0.000789662
say	0.000784915
shed	0.000783386
final	0.000775282
closur	0.000774752
point	0.000765343
model	0.000758669
cours	0.000749948
hope	0.00074218
rais	0.00074103
peopl	0.000722356
crustacean	0.000714152
disast	0.000713531
one	0.000694892
mysteri	0.000685131
went	0.000677311
australian	0.00067568
unlik	0.00065469
vertic	0.00064434
detach	0.000642198
mainten	0.000638272
fire	0.000635303
impact	0.000632761
gone	0.000630409
call	0.000629475
toulous	0.000628962
famili	0.000626159
twometrelong	0.000620023
week	0.000617876
goe	0.000613803
violent	0.000613802
airlin	0.00060699
trace	0.000602619
element	0.000599274
repres	0.000594114
walk	0.000593571
tropic	0.000593571
bond	0.000582638
900	0.000582638
pierr	0.000582638
undo	0.000582638
oneself	0.000582638
carol	0.000582638
procur	0.000582638
museum	0.000582638
tangibl	0.000582638
perhap	0.000581338
certain	0.000571548
univers	0.000570659
doesnt	0.000568058
die	0.000567546
psychologist	0.000566667
phrase	0.000566667
-----------------	1	-------------------
satellit	0.00295697
data	0.00288955
investig	0.00223465
report	0.00209933
inform	0.00206687
control	0.00193443
radar	0.00184516
contact	0.00170849
batteri	0.001675
theori	0.00167159
plane	0.00157786
south	0.00149139
traffic	0.00143861
record	0.00136781
aircraft	0.0013477
fuel	0.00132804
track	0.00132204
arc	0.00128201
commun	0.00127291
indian	0.00124643
new	0.00123687
truss	0.00122938
ping	0.00121853
releas	0.00121299
southern	0.00120179
malaysia	0.00117697
flew	0.00115422
jet	0.00114844
path	0.00110391
group	0.00110071
system	0.00108981
air	0.00108482
minist	0.0010725
wise	0.00106817
west	0.00106764
north	0.00106657
area	0.0010594
follow	0.0010514
cockpit	0.00105129
beacon	0.00104211
independ	0.00102521
ocean	0.00102474
trace	0.00101978
shift	0.00101866
action	0.00101708
